id;sensor_id;temperature;timestamp
1;1;50;15.08.2023 17:23
2;1;50;15.08.2023 17:23
3;1;50;15.08.2023 17:23
4;1;50;15.08.2023 17:23
5;1;50;15.08.2023 17:23
6;1;50;15.08.2023 17:23
7;1;50;15.08.2023 17:23
8;1;50;15.08.2023 17:23
9;1;50;15.08.2023 17:23
10;1;50;15.08.2023 17:23
11;1;50;15.08.2023 17:23
12;1;50;15.08.2023 17:23
13;1;50;15.08.2023 17:23
14;1;50;15.08.2023 17:23
15;1;50;15.08.2023 17:23
16;1;50;15.08.2023 17:23
17;1;50;15.08.2023 17:23
18;1;50;15.08.2023 17:23
19;1;50;15.08.2023 17:23
20;1;50;15.08.2023 17:23
21;1;50;15.08.2023 17:23
22;1;50;15.08.2023 17:23
23;1;50;15.08.2023 17:23
24;1;50;15.08.2023 17:23
25;1;50;15.08.2023 17:23
26;1;50;15.08.2023 17:23
27;1;50;15.08.2023 17:23
28;1;50;15.08.2023 17:23
29;1;50;15.08.2023 17:23
30;1;50;15.08.2023 17:23
31;1;50;15.08.2023 17:23
32;1;50;15.08.2023 17:23
33;1;50;15.08.2023 17:23
34;1;50;15.08.2023 17:23
35;1;50;15.08.2023 17:23
36;1;50;15.08.2023 17:23
37;1;50;15.08.2023 17:23
38;1;50;15.08.2023 17:23
39;1;50;15.08.2023 17:23
40;1;50;15.08.2023 17:23
41;1;50;15.08.2023 17:23
42;1;50;15.08.2023 17:23
43;1;50;15.08.2023 17:23
44;1;50;15.08.2023 17:23
45;1;50;15.08.2023 17:23
46;1;50;15.08.2023 17:23
47;1;50;15.08.2023 17:23
48;1;50;15.08.2023 17:23
49;1;50;15.08.2023 17:23
50;1;50;15.08.2023 17:23
51;1;50;15.08.2023 17:23
52;1;50;15.08.2023 17:23
53;1;50;15.08.2023 17:23
54;1;50;15.08.2023 17:23
55;1;50;15.08.2023 17:23
56;1;50;15.08.2023 17:23
57;1;50;15.08.2023 17:23
58;1;50;15.08.2023 17:23
59;1;50;15.08.2023 17:23
60;1;50;15.08.2023 17:24
61;1;50;15.08.2023 17:24
62;1;50;15.08.2023 17:24
63;1;50;15.08.2023 17:24
64;1;50;15.08.2023 17:24
65;1;50;15.08.2023 17:24
66;1;50;15.08.2023 17:24
67;1;50;15.08.2023 17:24
68;1;50;15.08.2023 17:24
69;1;50;15.08.2023 17:24
70;1;50;15.08.2023 17:24
71;1;50;15.08.2023 17:24
72;1;50;15.08.2023 17:24
73;1;50;15.08.2023 17:24
74;1;50;15.08.2023 17:24
75;1;50;15.08.2023 17:24
76;1;50;15.08.2023 17:24
77;1;50;15.08.2023 17:24
78;1;50;15.08.2023 17:24
79;1;50;15.08.2023 17:24
80;1;50;15.08.2023 17:24
81;1;50;15.08.2023 17:24
82;1;50;15.08.2023 17:24
83;1;50;15.08.2023 17:24
84;1;50;15.08.2023 17:24
85;1;50;15.08.2023 17:24
86;1;50;15.08.2023 17:24
87;1;50;15.08.2023 17:24
88;1;50;15.08.2023 17:24
89;1;50;15.08.2023 17:24
90;1;50;15.08.2023 17:24
91;1;50;15.08.2023 17:24
92;1;50;15.08.2023 17:24
93;1;50;15.08.2023 17:24
94;1;50;15.08.2023 17:24
95;1;50;15.08.2023 17:24
96;1;50;15.08.2023 17:24
97;1;50;15.08.2023 17:24
98;1;50;15.08.2023 17:24
99;1;50;15.08.2023 17:24
